# CREATED BY GENE DIAGNOSTICS TOOL on Mon Feb 21 16:27:19 2022
# diag: nrgsummary, run(s): 1-dat, time window: 0-1468.5478(1 steps), species: i
# original data path: /marconi_scratch/userexternal/pmulholl/p42/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  3.0936E+02  9.1027E-02  2.1170E+00 -1.5580E-02
  3.1011E+02  8.8050E-02  2.1268E+00 -9.4890E-03
  3.1085E+02  8.5380E-02  2.1295E+00 -3.9096E-03
  3.1159E+02  8.2021E-02  2.1452E+00 -1.9280E-03
  3.1234E+02  8.3585E-02  2.1523E+00 -2.5670E-04
  3.1308E+02  8.4021E-02  2.1610E+00 -9.4263E-04
  3.1382E+02  8.2710E-02  2.1598E+00 -1.6948E-03
  3.1457E+02  8.5629E-02  2.1603E+00 -6.6025E-03
  3.1531E+02  8.8606E-02  2.1526E+00 -6.8127E-03
  3.1605E+02  9.3475E-02  2.1432E+00 -6.5708E-03
  3.1679E+02  9.7455E-02  2.1319E+00 -7.3716E-03
  3.1754E+02  9.9006E-02  2.1146E+00 -8.1107E-03
  3.1828E+02  1.0108E-01  2.0999E+00 -1.1230E-02
  3.1902E+02  9.9901E-02  2.0912E+00 -1.2661E-02
  3.1977E+02  9.7946E-02  2.0893E+00 -1.6933E-02
  3.2051E+02  9.7143E-02  2.0960E+00 -2.0018E-02
  3.2125E+02  9.3110E-02  2.1033E+00 -2.2403E-02
  3.2200E+02  9.1217E-02  2.1019E+00 -1.8958E-02
  3.2274E+02  8.9148E-02  2.1054E+00 -1.6624E-02
  3.2348E+02  8.8096E-02  2.1057E+00 -1.1290E-02
  3.2423E+02  8.8634E-02  2.1109E+00 -1.1536E-02
  3.2497E+02  8.9482E-02  2.1130E+00 -9.0133E-03
  3.2571E+02  8.9135E-02  2.1131E+00 -5.9050E-03
  3.2645E+02  9.0571E-02  2.1188E+00 -4.5421E-03
  3.2720E+02  9.1285E-02  2.1278E+00 -5.5216E-03
  3.2794E+02  9.2008E-02  2.1320E+00 -3.2654E-03
  3.2868E+02  8.8882E-02  2.1487E+00 -4.1755E-03
  3.2943E+02  8.5187E-02  2.1630E+00 -4.8443E-04
  3.3017E+02  8.1651E-02  2.1745E+00  1.2353E-03
  3.3091E+02  8.0941E-02  2.1817E+00 -5.7103E-04
  3.3166E+02  8.4482E-02  2.1784E+00  5.6758E-04
  3.3240E+02  8.7856E-02  2.1741E+00 -1.0633E-03
  3.3314E+02  8.9636E-02  2.1634E+00 -3.3205E-03
  3.3388E+02  8.9398E-02  2.1523E+00 -4.6443E-03
  3.3463E+02  9.1478E-02  2.1396E+00 -1.0143E-03
  3.3537E+02  9.2972E-02  2.1338E+00  2.5778E-03
  3.3611E+02  9.4166E-02  2.1194E+00  1.3096E-02
  3.3686E+02  9.3702E-02  2.1174E+00  1.3862E-02
  3.3760E+02  9.4799E-02  2.1159E+00  1.6799E-02
  3.3834E+02  9.4351E-02  2.1211E+00  1.5365E-02
  3.3909E+02  9.4055E-02  2.1201E+00  1.8752E-02
  3.3983E+02  9.2796E-02  2.1205E+00  1.6887E-02
  3.4057E+02  9.3400E-02  2.1227E+00  1.6406E-02
  3.4132E+02  9.4912E-02  2.1277E+00  1.2884E-02
  3.4206E+02  9.4456E-02  2.1300E+00  1.3599E-02
  3.4280E+02  9.3768E-02  2.1345E+00  8.3499E-03
  3.4354E+02  9.5412E-02  2.1364E+00  9.0458E-03
  3.4429E+02  9.8339E-02  2.1381E+00  8.6597E-03
  3.4503E+02  9.7026E-02  2.1359E+00  9.8471E-03
  3.4577E+02  9.4156E-02  2.1403E+00  8.8605E-03
  3.4652E+02  9.4407E-02  2.1454E+00  1.0174E-02
  3.4726E+02  9.2110E-02  2.1523E+00  4.2284E-03
  3.4800E+02  8.9238E-02  2.1608E+00  2.8665E-03
  3.4875E+02  8.4400E-02  2.1705E+00  2.1938E-03
  3.4949E+02  8.3927E-02  2.1748E+00  1.8500E-03
  3.5023E+02  8.5144E-02  2.1816E+00  6.1773E-03
  3.5098E+02  8.8835E-02  2.1803E+00  1.0563E-02
  3.5172E+02  9.4385E-02  2.1813E+00  1.3872E-02
  3.5246E+02  9.8407E-02  2.1783E+00  1.6413E-02
  3.5320E+02  1.0189E-01  2.1670E+00  1.4828E-02
  3.5395E+02  1.0399E-01  2.1658E+00  1.5847E-02
  3.5469E+02  1.0446E-01  2.1620E+00  1.7284E-02
  3.5543E+02  1.0436E-01  2.1617E+00  1.6907E-02
  3.5618E+02  1.0284E-01  2.1652E+00  1.7676E-02
  3.5692E+02  1.0032E-01  2.1673E+00  2.0331E-02
  3.5766E+02  1.0135E-01  2.1736E+00  2.1151E-02
  3.5841E+02  1.0182E-01  2.1846E+00  2.4105E-02
  3.5915E+02  1.0120E-01  2.1928E+00  2.1858E-02
  3.5989E+02  1.0049E-01  2.1973E+00  1.8047E-02
  3.6063E+02  1.0074E-01  2.2027E+00  1.4772E-02
  3.6138E+02  1.0001E-01  2.2021E+00  1.0668E-02
  3.6212E+02  9.9609E-02  2.1968E+00  5.5207E-03
  3.6286E+02  9.7486E-02  2.1954E+00  2.3046E-03
  3.6361E+02  9.7152E-02  2.1952E+00 -4.1417E-03
  3.6435E+02  9.7018E-02  2.1943E+00 -6.1805E-03
  3.6509E+02  9.6191E-02  2.1958E+00 -9.1894E-03
  3.6584E+02  9.3218E-02  2.1964E+00 -1.3655E-02
  3.6658E+02  9.1540E-02  2.2005E+00 -1.3390E-02
  3.6732E+02  9.1548E-02  2.2090E+00 -1.0091E-02
  3.6807E+02  9.1750E-02  2.2126E+00 -9.0428E-03
  3.6881E+02  8.9283E-02  2.2199E+00 -6.0854E-03
  3.6955E+02  8.6051E-02  2.2196E+00 -3.3332E-03
  3.7029E+02  8.6830E-02  2.2182E+00  3.7118E-04
  3.7104E+02  8.7475E-02  2.2121E+00  4.5696E-03
  3.7178E+02  8.8017E-02  2.2065E+00  6.3037E-03
  3.7252E+02  8.7668E-02  2.2062E+00  7.7419E-03
  3.7327E+02  8.8630E-02  2.2080E+00  9.1890E-03
  3.7401E+02  9.0035E-02  2.2063E+00  1.0548E-02
  3.7475E+02  9.4106E-02  2.2016E+00  9.2740E-03
  3.7550E+02  9.4700E-02  2.2037E+00  9.5706E-03
  3.7624E+02  9.3714E-02  2.1963E+00  5.4728E-03
  3.7698E+02  9.0146E-02  2.1959E+00  3.9490E-03
  3.7772E+02  8.9980E-02  2.1955E+00  1.2593E-03
  3.7847E+02  9.0708E-02  2.1980E+00  4.1300E-05
  3.7921E+02  9.5640E-02  2.1975E+00 -2.8852E-03
  3.7995E+02  1.0080E-01  2.2026E+00 -3.4263E-03
  3.8070E+02  1.0430E-01  2.2004E+00 -4.8105E-03
  3.8144E+02  1.0117E-01  2.2121E+00 -2.9913E-03
  3.8218E+02  9.7243E-02  2.2200E+00 -3.5612E-03
  3.8293E+02  9.5438E-02  2.2313E+00 -5.0266E-03
  3.8367E+02  9.4601E-02  2.2422E+00 -1.0624E-02
  3.8441E+02  9.3687E-02  2.2533E+00 -1.6447E-02
  3.8516E+02  9.3934E-02  2.2581E+00 -2.2416E-02
  3.8590E+02  9.4606E-02  2.2660E+00 -2.4147E-02
  3.8664E+02  9.4936E-02  2.2678E+00 -2.4804E-02
  3.8738E+02  9.4553E-02  2.2696E+00 -2.2719E-02
  3.8813E+02  9.4619E-02  2.2704E+00 -1.9493E-02
  3.8887E+02  9.4041E-02  2.2763E+00 -1.6427E-02
  3.8961E+02  9.5264E-02  2.2891E+00 -1.6077E-02
  3.9036E+02  9.6502E-02  2.2996E+00 -1.7714E-02
  3.9110E+02  9.7966E-02  2.3071E+00 -1.7851E-02
  3.9184E+02  1.0125E-01  2.3125E+00 -1.7076E-02
  3.9259E+02  9.9923E-02  2.3166E+00 -1.4946E-02
  3.9333E+02  9.8948E-02  2.3248E+00 -1.4892E-02
  3.9407E+02  1.0046E-01  2.3331E+00 -1.3719E-02
  3.9482E+02  1.0228E-01  2.3422E+00 -1.0773E-02
  3.9556E+02  1.0171E-01  2.3541E+00 -7.0376E-03
  3.9630E+02  9.9789E-02  2.3635E+00 -8.5597E-03
  3.9704E+02  9.7852E-02  2.3695E+00 -1.2746E-02
  3.9779E+02  1.0019E-01  2.3864E+00 -2.1391E-02
  3.9853E+02  1.0132E-01  2.3970E+00 -2.7387E-02
  3.9927E+02  1.0265E-01  2.4141E+00 -3.1309E-02
  4.0002E+02  1.0414E-01  2.4279E+00 -3.1836E-02
  4.0076E+02  1.0481E-01  2.4290E+00 -3.1758E-02
  4.0150E+02  1.0617E-01  2.4202E+00 -3.0475E-02
  4.0225E+02  1.0602E-01  2.4138E+00 -2.6612E-02
  4.0299E+02  1.0861E-01  2.3985E+00 -2.2646E-02
  4.0373E+02  1.0996E-01  2.3950E+00 -2.3941E-02
  4.0447E+02  1.1230E-01  2.3892E+00 -2.3256E-02
  4.0522E+02  1.1556E-01  2.3868E+00 -2.2747E-02
  4.0596E+02  1.1954E-01  2.3864E+00 -2.2187E-02
  4.0670E+02  1.2016E-01  2.3868E+00 -2.4802E-02
  4.0745E+02  1.2195E-01  2.3862E+00 -2.5145E-02
  4.0819E+02  1.1969E-01  2.3973E+00 -2.2681E-02
  4.0893E+02  1.1493E-01  2.4114E+00 -1.9801E-02
  4.0968E+02  1.1211E-01  2.4239E+00 -1.9601E-02
  4.1042E+02  1.0732E-01  2.4427E+00 -2.1438E-02
  4.1116E+02  1.0566E-01  2.4572E+00 -2.1653E-02
  4.1191E+02  1.0366E-01  2.4643E+00 -2.2838E-02
  4.1265E+02  1.0170E-01  2.4704E+00 -2.3304E-02
  4.1339E+02  1.0421E-01  2.4688E+00 -2.1998E-02
  4.1413E+02  1.0467E-01  2.4608E+00 -2.1123E-02
  4.1488E+02  1.0697E-01  2.4541E+00 -2.3038E-02
  4.1562E+02  1.0772E-01  2.4521E+00 -2.5871E-02
  4.1636E+02  1.0690E-01  2.4565E+00 -2.9274E-02
  4.1711E+02  1.0551E-01  2.4676E+00 -3.1069E-02
  4.1731E+02  1.0426E-01  2.4708E+00 -3.1626E-02
  4.1805E+02  1.0102E-01  2.4834E+00 -3.4933E-02
  4.1879E+02  9.7569E-02  2.4931E+00 -3.4990E-02
  4.1954E+02  9.4594E-02  2.5062E+00 -3.4680E-02
  4.2028E+02  9.0725E-02  2.5071E+00 -3.2202E-02
  4.2102E+02  9.2702E-02  2.5027E+00 -2.9278E-02
  4.2177E+02  9.5656E-02  2.4939E+00 -2.4977E-02
  4.2251E+02  1.0147E-01  2.4866E+00 -2.0397E-02
  4.2325E+02  1.0671E-01  2.4765E+00 -1.4747E-02
  4.2399E+02  1.0698E-01  2.4733E+00 -1.0883E-02
  4.2474E+02  1.0576E-01  2.4577E+00 -6.7772E-03
  4.2548E+02  1.0685E-01  2.4466E+00 -2.7895E-03
  4.2622E+02  1.0542E-01  2.4403E+00  2.5658E-03
  4.2697E+02  1.0276E-01  2.4279E+00  3.5450E-03
  4.2771E+02  1.0033E-01  2.4085E+00  6.3185E-03
  4.2845E+02  1.0031E-01  2.3905E+00  5.4855E-03
  4.2920E+02  1.0203E-01  2.3743E+00  5.5171E-03
  4.2994E+02  1.0254E-01  2.3849E+00  3.6243E-03
  4.3068E+02  1.0746E-01  2.3839E+00 -1.5992E-05
  4.3143E+02  1.1020E-01  2.3779E+00 -4.8400E-03
  4.3217E+02  1.0930E-01  2.3636E+00 -9.2183E-03
  4.3291E+02  1.0811E-01  2.3542E+00 -1.4605E-02
  4.3365E+02  1.0838E-01  2.3511E+00 -2.1467E-02
  4.3440E+02  1.0738E-01  2.3435E+00 -2.4910E-02
  4.3514E+02  1.0671E-01  2.3502E+00 -2.5616E-02
  4.3588E+02  1.0439E-01  2.3527E+00 -2.6464E-02
  4.3663E+02  1.0164E-01  2.3542E+00 -2.3434E-02
  4.3737E+02  1.0189E-01  2.3534E+00 -1.7391E-02
  4.3811E+02  1.0151E-01  2.3482E+00 -1.1348E-02
  4.3886E+02  1.0148E-01  2.3408E+00 -4.8627E-03
  4.3960E+02  1.0366E-01  2.3295E+00  2.8580E-04
  4.4034E+02  1.0749E-01  2.3176E+00  4.4418E-03
  4.4109E+02  1.0864E-01  2.3122E+00  6.7061E-03
  4.4183E+02  1.0945E-01  2.3171E+00  8.3350E-03
  4.4257E+02  1.0757E-01  2.3200E+00  7.6911E-03
  4.4331E+02  1.0493E-01  2.3198E+00  6.8274E-03
  4.4406E+02  9.9839E-02  2.3159E+00  5.0542E-03
  4.4480E+02  9.8620E-02  2.3126E+00  3.8375E-03
  4.4554E+02  9.8393E-02  2.3142E+00  3.2332E-03
  4.4629E+02  1.0140E-01  2.3147E+00  4.8808E-03
  4.4703E+02  1.0201E-01  2.3183E+00  5.4918E-03
  4.4777E+02  1.0575E-01  2.3205E+00  7.1483E-03
  4.4852E+02  1.0722E-01  2.3235E+00  5.9966E-03
  4.4926E+02  1.0167E-01  2.3240E+00  5.0766E-03
  4.5000E+02  9.6184E-02  2.3261E+00  5.7108E-03
  4.5074E+02  9.0064E-02  2.3218E+00  6.0556E-03
  4.5149E+02  8.8291E-02  2.3214E+00  7.8453E-03
  4.5223E+02  8.6947E-02  2.3134E+00  1.0660E-02
  4.5297E+02  8.8139E-02  2.3037E+00  1.1031E-02
  4.5372E+02  9.4160E-02  2.2958E+00  1.2475E-02
  4.5446E+02  1.0170E-01  2.2861E+00  1.1929E-02
  4.5520E+02  1.0813E-01  2.2818E+00  9.5953E-03
  4.5595E+02  1.1110E-01  2.2829E+00  6.4865E-03
  4.5669E+02  1.1339E-01  2.2742E+00  2.8387E-03
  4.5743E+02  1.1444E-01  2.2769E+00  9.6901E-06
  4.5818E+02  1.1253E-01  2.2788E+00  1.3043E-03
  4.5892E+02  1.0789E-01  2.2883E+00  1.2520E-03
  4.5966E+02  1.0399E-01  2.3046E+00  1.4816E-03
  4.6040E+02  9.9140E-02  2.3145E+00 -8.3400E-05
  4.6115E+02  9.6468E-02  2.3263E+00 -9.6680E-04
  4.6189E+02  9.4022E-02  2.3372E+00 -1.2983E-03
  4.6263E+02  9.5926E-02  2.3360E+00  1.4000E-04
  4.6338E+02  9.6753E-02  2.3338E+00  8.1240E-04
  4.6412E+02  9.7178E-02  2.3269E+00  7.6240E-04
  4.6486E+02  9.6337E-02  2.3228E+00 -2.6922E-03
  4.6561E+02  9.5794E-02  2.3171E+00 -3.2274E-03
  4.6635E+02  9.5464E-02  2.3172E+00 -2.8242E-03
  4.6709E+02  9.6471E-02  2.3125E+00  2.4867E-03
  4.6783E+02  9.7467E-02  2.3051E+00  8.3776E-03
  4.6858E+02  9.9776E-02  2.3015E+00  1.6961E-02
  4.6932E+02  1.0238E-01  2.3018E+00  1.9923E-02
  4.7006E+02  1.0462E-01  2.3007E+00  2.1009E-02
  4.7081E+02  1.0451E-01  2.2986E+00  2.0785E-02
  4.7155E+02  1.0416E-01  2.2892E+00  2.1275E-02
  4.7229E+02  1.0299E-01  2.2807E+00  1.9653E-02
  4.7304E+02  1.0272E-01  2.2764E+00  1.8603E-02
  4.7378E+02  1.0374E-01  2.2774E+00  1.6209E-02
  4.7452E+02  1.0305E-01  2.2864E+00  1.7400E-02
  4.7527E+02  1.0096E-01  2.2984E+00  1.8529E-02
  4.7601E+02  9.5712E-02  2.3177E+00  1.7928E-02
  4.7675E+02  9.3227E-02  2.3312E+00  1.7526E-02
  4.7749E+02  9.0393E-02  2.3364E+00  1.7273E-02
  4.7824E+02  9.0246E-02  2.3466E+00  1.7053E-02
  4.7898E+02  9.1546E-02  2.3583E+00  1.4728E-02
  4.7972E+02  9.1464E-02  2.3611E+00  1.2477E-02
  4.8047E+02  8.9792E-02  2.3650E+00  1.1407E-02
  4.8121E+02  8.8981E-02  2.3626E+00  1.1442E-02
  4.8195E+02  8.7551E-02  2.3701E+00  1.2332E-02
  4.8270E+02  8.9514E-02  2.3796E+00  1.4676E-02
  4.8344E+02  9.3573E-02  2.3847E+00  1.5488E-02
  4.8418E+02  9.7012E-02  2.3867E+00  1.6156E-02
  4.8493E+02  1.0249E-01  2.3898E+00  1.6761E-02
  4.8567E+02  1.0627E-01  2.3952E+00  1.7492E-02
  4.8641E+02  1.0746E-01  2.4098E+00  1.9061E-02
  4.8715E+02  1.1002E-01  2.4194E+00  2.1747E-02
  4.8790E+02  1.0990E-01  2.4278E+00  2.3499E-02
  4.8864E+02  1.0793E-01  2.4366E+00  2.2897E-02
  4.8938E+02  1.0545E-01  2.4514E+00  2.1559E-02
  4.9013E+02  1.0713E-01  2.4560E+00  2.1725E-02
  4.9087E+02  1.0781E-01  2.4692E+00  2.4455E-02
  4.9161E+02  1.0843E-01  2.4751E+00  2.2376E-02
  4.9236E+02  1.0927E-01  2.4816E+00  1.7504E-02
  4.9310E+02  1.1299E-01  2.4794E+00  1.4610E-02
  4.9384E+02  1.1336E-01  2.4746E+00  1.0342E-02
  4.9458E+02  1.1436E-01  2.4749E+00  5.8679E-03
  4.9533E+02  1.1464E-01  2.4821E+00  3.2514E-03
  4.9607E+02  1.1491E-01  2.4924E+00  2.1119E-04
  4.9681E+02  1.1145E-01  2.5038E+00 -1.1379E-03
  4.9756E+02  1.0677E-01  2.5109E+00 -4.4502E-03
  4.9830E+02  1.0244E-01  2.5212E+00 -5.8834E-03
  4.9904E+02  9.8598E-02  2.5304E+00 -4.1642E-03
  4.9979E+02  9.7205E-02  2.5359E+00 -1.9942E-03
  5.0053E+02  9.6320E-02  2.5417E+00 -2.6626E-03
  5.0127E+02  9.7937E-02  2.5383E+00 -2.5711E-03
  5.0202E+02  9.8228E-02  2.5317E+00 -7.1382E-03
  5.0276E+02  1.0393E-01  2.5185E+00 -8.7732E-03
  5.0350E+02  1.1217E-01  2.5032E+00 -1.1695E-02
  5.0424E+02  1.1667E-01  2.4911E+00 -1.5669E-02
  5.0499E+02  1.1885E-01  2.4745E+00 -1.7779E-02
  5.0573E+02  1.2042E-01  2.4688E+00 -1.7217E-02
  5.0647E+02  1.1896E-01  2.4604E+00 -1.3838E-02
  5.0722E+02  1.1544E-01  2.4498E+00 -1.0187E-02
  5.0796E+02  1.1313E-01  2.4431E+00 -6.9088E-03
  5.0870E+02  1.1080E-01  2.4317E+00 -3.2116E-03
  5.0945E+02  1.1141E-01  2.4245E+00 -7.8150E-04
  5.1019E+02  1.1358E-01  2.4247E+00 -8.0900E-04
  5.1093E+02  1.1447E-01  2.4242E+00 -3.8918E-03
  5.1168E+02  1.1422E-01  2.4263E+00 -6.5364E-03
  5.1242E+02  1.0870E-01  2.4336E+00 -1.0572E-02
  5.1316E+02  1.0680E-01  2.4411E+00 -1.0052E-02
  5.1390E+02  1.0562E-01  2.4473E+00 -4.4157E-03
  5.1465E+02  1.0262E-01  2.4572E+00  2.9036E-03
  5.1539E+02  1.0043E-01  2.4533E+00  7.6123E-03
  5.1613E+02  1.0203E-01  2.4454E+00  1.0417E-02
  5.1688E+02  1.0264E-01  2.4371E+00  1.1601E-02
  5.1762E+02  1.0274E-01  2.4236E+00  1.0585E-02
  5.1836E+02  1.0154E-01  2.4133E+00  1.0688E-02
  5.1911E+02  1.0100E-01  2.4137E+00  1.3060E-02
  5.1985E+02  1.0258E-01  2.4079E+00  1.2006E-02
  5.2059E+02  1.0363E-01  2.4083E+00  1.2531E-02
  5.2133E+02  1.0260E-01  2.4082E+00  6.9278E-03
  5.2208E+02  1.0400E-01  2.4033E+00  9.6890E-04
  5.2282E+02  1.0475E-01  2.4009E+00 -1.6765E-04
  5.2356E+02  1.0334E-01  2.3958E+00  3.0014E-03
  5.2431E+02  1.0214E-01  2.3926E+00  6.5615E-03
  5.2505E+02  9.9371E-02  2.3858E+00  7.7397E-03
  5.2579E+02  9.9320E-02  2.3789E+00  7.0932E-03
  5.2654E+02  9.7938E-02  2.3794E+00  8.6739E-03
  5.2728E+02  9.4709E-02  2.3815E+00  1.1744E-02
  5.2802E+02  9.2402E-02  2.3854E+00  1.4167E-02
  5.2877E+02  9.0251E-02  2.3879E+00  1.7122E-02
  5.2951E+02  8.8238E-02  2.3880E+00  2.1890E-02
  5.3025E+02  8.8945E-02  2.3974E+00  2.5305E-02
  5.3099E+02  8.8956E-02  2.4041E+00  2.8207E-02
  5.3174E+02  9.0758E-02  2.4155E+00  2.7027E-02
  5.3248E+02  9.0692E-02  2.4280E+00  2.6879E-02
  5.3322E+02  9.3414E-02  2.4364E+00  2.7364E-02
  5.3397E+02  9.8251E-02  2.4410E+00  2.7989E-02
  5.3471E+02  1.0603E-01  2.4402E+00  3.0944E-02
  5.3545E+02  1.0899E-01  2.4342E+00  3.4267E-02
  5.3620E+02  1.1029E-01  2.4348E+00  3.8154E-02
  5.3694E+02  1.0826E-01  2.4345E+00  3.9561E-02
  5.3768E+02  1.0971E-01  2.4326E+00  4.2227E-02
  5.3842E+02  1.0905E-01  2.4420E+00  4.2249E-02
  5.3917E+02  1.0525E-01  2.4506E+00  4.1881E-02
  5.3991E+02  1.0366E-01  2.4612E+00  3.8751E-02
  5.4065E+02  1.0353E-01  2.4661E+00  2.9518E-02
  5.4140E+02  1.0472E-01  2.4726E+00  1.7832E-02
  5.4214E+02  1.0565E-01  2.4864E+00  5.7765E-03
  5.4288E+02  1.0411E-01  2.4987E+00 -7.0861E-04
  5.4363E+02  1.0021E-01  2.5046E+00 -3.2163E-03
  5.4437E+02  9.7010E-02  2.5088E+00 -3.6993E-03
  5.4511E+02  9.7775E-02  2.5106E+00 -1.0595E-03
  5.4586E+02  9.7095E-02  2.5116E+00  2.6572E-03
  5.4660E+02  9.9063E-02  2.5063E+00  5.9804E-03
  5.4734E+02  9.8796E-02  2.5013E+00  1.0506E-02
  5.4808E+02  1.0244E-01  2.5032E+00  1.2114E-02
  5.4883E+02  1.0396E-01  2.5039E+00  1.4972E-02
  5.4957E+02  1.0755E-01  2.5073E+00  1.7676E-02
  5.5031E+02  1.1175E-01  2.5020E+00  2.1339E-02
  5.5106E+02  1.1424E-01  2.4914E+00  2.2819E-02
  5.5180E+02  1.1349E-01  2.4767E+00  2.6912E-02
  5.5254E+02  1.1032E-01  2.4587E+00  2.8413E-02
  5.5329E+02  1.1145E-01  2.4468E+00  2.9220E-02
  5.5403E+02  1.1407E-01  2.4437E+00  2.8794E-02
  5.5477E+02  1.1366E-01  2.4379E+00  2.6251E-02
  5.5552E+02  1.1496E-01  2.4358E+00  2.3760E-02
  5.5626E+02  1.1653E-01  2.4303E+00  2.2010E-02
  5.5700E+02  1.1985E-01  2.4211E+00  1.6682E-02
  5.5774E+02  1.1984E-01  2.4224E+00  1.5015E-02
  5.5849E+02  1.2172E-01  2.4235E+00  1.6523E-02
  5.5923E+02  1.2359E-01  2.4289E+00  1.7996E-02
  5.5997E+02  1.2393E-01  2.4340E+00  1.9924E-02
  5.6072E+02  1.2249E-01  2.4410E+00  2.3948E-02
  5.6146E+02  1.1953E-01  2.4404E+00  2.5938E-02
  5.6220E+02  1.1752E-01  2.4498E+00  2.7676E-02
  5.6295E+02  1.1556E-01  2.4618E+00  2.7037E-02
  5.6369E+02  1.1389E-01  2.4753E+00  2.7488E-02
  5.6443E+02  1.1117E-01  2.4920E+00  2.9413E-02
  5.6517E+02  1.0931E-01  2.5108E+00  3.2198E-02
  5.6592E+02  1.0883E-01  2.5227E+00  3.5185E-02
  5.6666E+02  1.0632E-01  2.5406E+00  3.5160E-02
  5.6740E+02  1.0921E-01  2.5531E+00  3.4010E-02
  5.6815E+02  1.1113E-01  2.5629E+00  3.5861E-02
  5.6889E+02  1.1063E-01  2.5640E+00  3.5218E-02
  5.6963E+02  1.0748E-01  2.5637E+00  3.5484E-02
  5.7038E+02  1.0614E-01  2.5633E+00  3.5436E-02
  5.7112E+02  1.0283E-01  2.5655E+00  3.5722E-02
  5.7186E+02  1.0272E-01  2.5630E+00  3.7203E-02
  5.7261E+02  1.0499E-01  2.5637E+00  3.6562E-02
  5.7335E+02  1.0837E-01  2.5568E+00  3.2891E-02
  5.7409E+02  1.1013E-01  2.5451E+00  3.3639E-02
  5.7483E+02  1.1347E-01  2.5260E+00  3.1857E-02
  5.7558E+02  1.1839E-01  2.5109E+00  2.8088E-02
  5.7632E+02  1.2281E-01  2.5012E+00  2.1527E-02
  5.7706E+02  1.2391E-01  2.4965E+00  1.4862E-02
  5.7781E+02  1.2265E-01  2.4955E+00  5.2109E-03
  5.7855E+02  1.2007E-01  2.4937E+00 -5.7790E-04
  5.7929E+02  1.1747E-01  2.4916E+00 -3.1184E-03
  5.8004E+02  1.1536E-01  2.4953E+00 -9.4520E-04
  5.8078E+02  1.1438E-01  2.5021E+00  3.1311E-03
  5.8152E+02  1.1394E-01  2.5095E+00  7.3149E-03
  5.8226E+02  1.1361E-01  2.5165E+00  1.2078E-02
  5.8301E+02  1.1504E-01  2.5230E+00  1.6484E-02
  5.8375E+02  1.1408E-01  2.5294E+00  2.1897E-02
  5.8449E+02  1.1155E-01  2.5306E+00  2.8443E-02
  5.8524E+02  1.1085E-01  2.5338E+00  3.0675E-02
  5.8598E+02  1.1279E-01  2.5497E+00  2.8471E-02
  5.8672E+02  1.1414E-01  2.5640E+00  2.6427E-02
  5.8747E+02  1.1277E-01  2.5725E+00  2.1720E-02
  5.8821E+02  1.1054E-01  2.5781E+00  1.5918E-02
  5.8895E+02  1.0743E-01  2.5790E+00  1.1795E-02
  5.8970E+02  1.0191E-01  2.5836E+00  7.0285E-03
  5.9044E+02  9.9075E-02  2.5891E+00  4.9536E-03
  5.9118E+02  9.5307E-02  2.5901E+00  4.3772E-03
  5.9192E+02  9.2631E-02  2.5940E+00  8.6290E-04
  5.9267E+02  9.4576E-02  2.5883E+00  2.1063E-03
  5.9341E+02  9.9198E-02  2.5791E+00  4.3875E-03
  5.9415E+02  1.0316E-01  2.5663E+00  1.1039E-02
  5.9490E+02  1.0970E-01  2.5588E+00  1.8439E-02
  5.9564E+02  1.1550E-01  2.5530E+00  2.7071E-02
  5.9638E+02  1.2104E-01  2.5511E+00  3.2597E-02
  5.9713E+02  1.2160E-01  2.5437E+00  3.8340E-02
  5.9787E+02  1.2426E-01  2.5367E+00  4.1108E-02
  5.9861E+02  1.2617E-01  2.5268E+00  4.5829E-02
  5.9936E+02  1.2427E-01  2.5149E+00  4.9770E-02
  6.0010E+02  1.2186E-01  2.5046E+00  5.6788E-02
  6.0084E+02  1.1726E-01  2.5024E+00  5.9870E-02
  6.0158E+02  1.1470E-01  2.5007E+00  5.9244E-02
  6.0233E+02  1.1176E-01  2.5055E+00  5.6333E-02
  6.0307E+02  1.0746E-01  2.5092E+00  5.2565E-02
  6.0381E+02  1.0292E-01  2.5193E+00  4.5485E-02
  6.0456E+02  1.0097E-01  2.5310E+00  3.9015E-02
  6.0530E+02  9.9692E-02  2.5413E+00  3.2974E-02
  6.0604E+02  9.8816E-02  2.5365E+00  2.9729E-02
  6.0679E+02  9.8344E-02  2.5323E+00  2.6412E-02
  6.0753E+02  9.8192E-02  2.5147E+00  2.5347E-02
  6.0827E+02  9.7206E-02  2.4949E+00  1.9659E-02
  6.0901E+02  9.9019E-02  2.4766E+00  1.3136E-02
  6.0976E+02  1.0008E-01  2.4656E+00  9.1302E-03
  6.1050E+02  9.8381E-02  2.4606E+00  5.0003E-03
  6.1124E+02  9.6981E-02  2.4594E+00  5.0988E-03
  6.1199E+02  9.4418E-02  2.4644E+00  7.3414E-03
  6.1273E+02  9.4608E-02  2.4741E+00  9.7066E-03
  6.1347E+02  9.4500E-02  2.4833E+00  9.3569E-03
  6.1422E+02  9.3457E-02  2.4950E+00  9.3160E-03
  6.1496E+02  9.4966E-02  2.5089E+00  8.1941E-03
  6.1570E+02  9.5957E-02  2.5151E+00  1.0036E-02
