# CREATED BY GENE DIAGNOSTICS TOOL on Mon Feb 21 16:27:19 2022
# diag: nrgsummary, run(s): 1-dat, time window: 0-1468.5478(1 steps), species: i
# original data path: /marconi_scratch/userexternal/pmulholl/p42/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  9.2687E+02  9.3225E-02  2.4350E+00  8.0046E-02
  9.2761E+02  9.2288E-02  2.4423E+00  7.9236E-02
  9.2835E+02  9.1368E-02  2.4433E+00  7.9466E-02
  9.2909E+02  9.2015E-02  2.4445E+00  7.9002E-02
  9.2983E+02  9.5175E-02  2.4423E+00  7.7183E-02
  9.3057E+02  9.6974E-02  2.4397E+00  7.5660E-02
  9.3131E+02  9.9985E-02  2.4325E+00  7.2010E-02
  9.3205E+02  9.9685E-02  2.4283E+00  6.8205E-02
  9.3279E+02  9.8523E-02  2.4222E+00  6.5488E-02
  9.3354E+02  9.8936E-02  2.4228E+00  6.0981E-02
  9.3428E+02  1.0143E-01  2.4226E+00  5.8458E-02
  9.3502E+02  1.0275E-01  2.4201E+00  5.7882E-02
  9.3576E+02  1.0477E-01  2.4174E+00  6.0131E-02
  9.3650E+02  1.0783E-01  2.4092E+00  5.9806E-02
  9.3724E+02  1.1011E-01  2.3961E+00  5.7038E-02
  9.3798E+02  1.1102E-01  2.3907E+00  5.4894E-02
  9.3872E+02  1.1505E-01  2.3815E+00  5.4837E-02
  9.3947E+02  1.1613E-01  2.3778E+00  5.7730E-02
  9.4021E+02  1.1686E-01  2.3731E+00  6.0615E-02
  9.4095E+02  1.1792E-01  2.3758E+00  6.1770E-02
  9.4169E+02  1.1809E-01  2.3822E+00  6.1255E-02
  9.4243E+02  1.1765E-01  2.3886E+00  6.1400E-02
  9.4317E+02  1.1936E-01  2.3951E+00  6.5620E-02
  9.4391E+02  1.1736E-01  2.4030E+00  6.5203E-02
  9.4465E+02  1.1435E-01  2.4100E+00  6.1206E-02
  9.4539E+02  1.0970E-01  2.4146E+00  5.6153E-02
  9.4614E+02  1.0637E-01  2.4206E+00  4.8338E-02
  9.4688E+02  1.0045E-01  2.4298E+00  3.9280E-02
  9.4762E+02  9.6782E-02  2.4269E+00  3.2146E-02
  9.4836E+02  9.4976E-02  2.4214E+00  2.8035E-02
  9.4910E+02  9.3726E-02  2.4174E+00  2.6446E-02
  9.4984E+02  9.5813E-02  2.4155E+00  2.9543E-02
  9.5058E+02  9.5401E-02  2.4101E+00  3.2426E-02
  9.5132E+02  9.6711E-02  2.4002E+00  3.5416E-02
  9.5207E+02  9.9120E-02  2.3874E+00  4.0064E-02
  9.5281E+02  9.9121E-02  2.3725E+00  4.3688E-02
  9.5355E+02  9.9503E-02  2.3606E+00  4.4079E-02
  9.5429E+02  1.0172E-01  2.3495E+00  4.7076E-02
  9.5503E+02  1.0372E-01  2.3387E+00  5.1351E-02
  9.5577E+02  1.0490E-01  2.3311E+00  5.6602E-02
  9.5651E+02  1.0642E-01  2.3227E+00  6.0614E-02
  9.5725E+02  1.1036E-01  2.3131E+00  6.2748E-02
  9.5799E+02  1.1209E-01  2.2973E+00  6.3835E-02
  9.5874E+02  1.1185E-01  2.2859E+00  6.5968E-02
  9.5948E+02  1.0904E-01  2.2794E+00  6.7026E-02
  9.6022E+02  1.0626E-01  2.2746E+00  6.5776E-02
  9.6096E+02  1.0721E-01  2.2795E+00  6.2818E-02
  9.6170E+02  1.0759E-01  2.2854E+00  5.8276E-02
  9.6244E+02  1.0841E-01  2.2939E+00  5.2254E-02
  9.6318E+02  1.0948E-01  2.2994E+00  4.9318E-02
  9.6392E+02  1.0874E-01  2.3087E+00  4.7911E-02
  9.6467E+02  1.0716E-01  2.3210E+00  4.8293E-02
  9.6541E+02  1.0656E-01  2.3249E+00  4.8651E-02
  9.6615E+02  1.0637E-01  2.3274E+00  4.6927E-02
  9.6689E+02  1.0658E-01  2.3267E+00  4.5070E-02
  9.6763E+02  1.0541E-01  2.3254E+00  4.4965E-02
  9.6837E+02  1.0520E-01  2.3240E+00  4.5192E-02
  9.6911E+02  1.0208E-01  2.3265E+00  4.3466E-02
  9.6985E+02  9.9476E-02  2.3320E+00  4.1780E-02
  9.7059E+02  9.6117E-02  2.3335E+00  4.2455E-02
  9.7134E+02  9.1339E-02  2.3357E+00  4.4938E-02
  9.7208E+02  8.9634E-02  2.3307E+00  4.8266E-02
  9.7282E+02  8.6625E-02  2.3312E+00  5.1729E-02
  9.7356E+02  8.6531E-02  2.3310E+00  5.3285E-02
  9.7430E+02  8.6044E-02  2.3323E+00  5.2917E-02
  9.7504E+02  8.8838E-02  2.3267E+00  5.1686E-02
  9.7578E+02  9.1466E-02  2.3177E+00  4.8446E-02
  9.7652E+02  9.4349E-02  2.3167E+00  4.6944E-02
  9.7727E+02  9.7753E-02  2.3055E+00  4.4707E-02
  9.7801E+02  1.0336E-01  2.2920E+00  4.1299E-02
  9.7875E+02  1.0784E-01  2.2754E+00  3.9005E-02
  9.7949E+02  1.0948E-01  2.2614E+00  3.6567E-02
  9.8023E+02  1.0887E-01  2.2530E+00  3.4468E-02
  9.8097E+02  1.0683E-01  2.2533E+00  3.2107E-02
  9.8171E+02  1.0414E-01  2.2574E+00  3.1141E-02
  9.8245E+02  1.0301E-01  2.2683E+00  3.5696E-02
  9.8320E+02  1.0035E-01  2.2790E+00  3.9984E-02
  9.8394E+02  9.9514E-02  2.2894E+00  4.4247E-02
  9.8468E+02  9.8330E-02  2.3018E+00  4.7033E-02
  9.8542E+02  9.6099E-02  2.3160E+00  4.6904E-02
  9.8616E+02  9.0987E-02  2.3263E+00  4.5041E-02
  9.8690E+02  8.9986E-02  2.3361E+00  4.0851E-02
  9.8764E+02  8.7830E-02  2.3461E+00  3.8635E-02
  9.8838E+02  8.5879E-02  2.3515E+00  3.8739E-02
  9.8912E+02  8.3130E-02  2.3583E+00  3.9185E-02
  9.8987E+02  8.3585E-02  2.3657E+00  3.9017E-02
  9.9061E+02  8.3154E-02  2.3747E+00  3.7701E-02
  9.9135E+02  8.4519E-02  2.3816E+00  3.5043E-02
  9.9209E+02  8.5680E-02  2.3952E+00  3.1636E-02
  9.9283E+02  8.6705E-02  2.4028E+00  2.8977E-02
  9.9357E+02  8.9199E-02  2.4195E+00  2.5742E-02
  9.9431E+02  9.3240E-02  2.4301E+00  2.3056E-02
  9.9505E+02  9.9888E-02  2.4370E+00  2.4217E-02
  9.9580E+02  1.0619E-01  2.4348E+00  2.5277E-02
  9.9654E+02  1.1009E-01  2.4220E+00  2.8122E-02
  9.9728E+02  1.1174E-01  2.4072E+00  3.0726E-02
  9.9802E+02  1.1138E-01  2.3982E+00  3.3997E-02
  9.9876E+02  1.1152E-01  2.4020E+00  3.2159E-02
  9.9950E+02  1.1082E-01  2.4058E+00  3.1870E-02
  1.0002E+03  1.1041E-01  2.4175E+00  2.9526E-02
  1.0010E+03  1.0583E-01  2.4281E+00  2.8424E-02
  1.0017E+03  1.0222E-01  2.4424E+00  2.6611E-02
  1.0025E+03  9.9507E-02  2.4567E+00  2.4218E-02
  1.0032E+03  9.8350E-02  2.4700E+00  1.9421E-02
  1.0039E+03  9.6198E-02  2.4791E+00  1.6753E-02
  1.0047E+03  9.5851E-02  2.4834E+00  1.4594E-02
  1.0054E+03  9.8280E-02  2.4858E+00  1.4552E-02
  1.0062E+03  9.9995E-02  2.4858E+00  1.3442E-02
  1.0069E+03  1.0339E-01  2.4846E+00  1.2628E-02
  1.0077E+03  1.0601E-01  2.4795E+00  1.4578E-02
  1.0084E+03  1.0819E-01  2.4748E+00  1.7329E-02
  1.0091E+03  1.0988E-01  2.4635E+00  2.1707E-02
  1.0099E+03  1.1069E-01  2.4513E+00  2.4925E-02
  1.0106E+03  1.1165E-01  2.4370E+00  2.6119E-02
  1.0114E+03  1.1362E-01  2.4269E+00  2.7346E-02
  1.0121E+03  1.1457E-01  2.4206E+00  2.4394E-02
  1.0128E+03  1.1633E-01  2.4241E+00  2.0544E-02
  1.0136E+03  1.1832E-01  2.4313E+00  1.6397E-02
  1.0143E+03  1.2023E-01  2.4345E+00  1.1702E-02
  1.0151E+03  1.1489E-01  2.4415E+00  7.3968E-03
  1.0158E+03  1.0865E-01  2.4477E+00  2.4683E-03
  1.0165E+03  1.0083E-01  2.4555E+00 -2.5015E-03
  1.0173E+03  9.8341E-02  2.4604E+00 -3.6986E-03
  1.0180E+03  9.7257E-02  2.4598E+00 -5.6143E-03
  1.0188E+03  9.5836E-02  2.4606E+00 -4.6086E-03
  1.0195E+03  9.6480E-02  2.4568E+00 -2.7625E-03
  1.0203E+03  9.8058E-02  2.4479E+00 -3.7760E-04
  1.0210E+03  9.9846E-02  2.4293E+00  1.6686E-03
  1.0217E+03  1.0392E-01  2.4038E+00  7.8845E-03
  1.0225E+03  1.0812E-01  2.3798E+00  1.7804E-02
  1.0232E+03  1.1061E-01  2.3600E+00  2.1659E-02
  1.0240E+03  1.1297E-01  2.3470E+00  2.3051E-02
  1.0247E+03  1.1238E-01  2.3476E+00  2.1905E-02
  1.0254E+03  1.1093E-01  2.3411E+00  1.8437E-02
  1.0262E+03  1.1136E-01  2.3467E+00  1.6049E-02
  1.0269E+03  1.1032E-01  2.3485E+00  1.2824E-02
  1.0277E+03  1.0879E-01  2.3572E+00  1.1271E-02
  1.0284E+03  1.0738E-01  2.3639E+00  1.2726E-02
  1.0291E+03  1.0321E-01  2.3681E+00  1.4516E-02
  1.0299E+03  1.0257E-01  2.3747E+00  1.3998E-02
  1.0306E+03  9.8163E-02  2.3772E+00  8.9425E-03
  1.0314E+03  9.2151E-02  2.3765E+00  3.1237E-03
  1.0321E+03  8.7121E-02  2.3712E+00 -2.6664E-03
  1.0329E+03  8.5699E-02  2.3597E+00 -6.4366E-03
  1.0336E+03  8.5128E-02  2.3522E+00 -1.2598E-02
  1.0343E+03  8.3474E-02  2.3493E+00 -1.8536E-02
  1.0351E+03  8.6351E-02  2.3444E+00 -1.9491E-02
  1.0358E+03  9.0290E-02  2.3412E+00 -1.6607E-02
  1.0366E+03  9.3303E-02  2.3365E+00 -1.6832E-02
  1.0373E+03  9.7388E-02  2.3347E+00 -1.5905E-02
  1.0380E+03  1.0010E-01  2.3345E+00 -1.3223E-02
  1.0388E+03  1.0214E-01  2.3325E+00 -5.9537E-03
  1.0395E+03  1.0423E-01  2.3297E+00  8.7480E-04
  1.0403E+03  1.0399E-01  2.3336E+00  6.9938E-03
  1.0410E+03  1.0494E-01  2.3334E+00  1.0924E-02
  1.0417E+03  1.0413E-01  2.3382E+00  1.1116E-02
  1.0425E+03  1.0724E-01  2.3434E+00  8.7063E-03
  1.0432E+03  1.0902E-01  2.3462E+00  3.2053E-03
  1.0440E+03  1.1177E-01  2.3595E+00 -2.1787E-03
  1.0447E+03  1.1026E-01  2.3765E+00 -7.9135E-03
  1.0455E+03  1.0894E-01  2.3902E+00 -1.4957E-02
  1.0462E+03  1.0810E-01  2.4097E+00 -2.1660E-02
  1.0469E+03  1.0894E-01  2.4226E+00 -2.5576E-02
  1.0477E+03  1.1147E-01  2.4307E+00 -3.2992E-02
  1.0484E+03  1.1397E-01  2.4350E+00 -3.9648E-02
  1.0499E+03  1.1568E-01  2.4336E+00 -3.7237E-02
  1.0506E+03  1.1437E-01  2.4252E+00 -3.5370E-02
  1.0513E+03  1.1551E-01  2.4072E+00 -3.7633E-02
  1.0521E+03  1.1483E-01  2.3871E+00 -3.9807E-02
  1.0528E+03  1.1079E-01  2.3697E+00 -4.1446E-02
  1.0536E+03  1.0854E-01  2.3585E+00 -4.1389E-02
  1.0543E+03  1.0858E-01  2.3534E+00 -3.9356E-02
  1.0550E+03  1.0660E-01  2.3599E+00 -3.4165E-02
  1.0558E+03  1.0653E-01  2.3724E+00 -2.5618E-02
  1.0565E+03  1.0470E-01  2.3872E+00 -1.8899E-02
  1.0573E+03  1.0456E-01  2.3977E+00 -1.3469E-02
  1.0580E+03  1.0511E-01  2.4066E+00 -1.1625E-02
  1.0588E+03  1.0787E-01  2.4131E+00 -7.6214E-03
  1.0595E+03  1.1146E-01  2.4171E+00 -6.2012E-03
  1.0602E+03  1.1137E-01  2.4143E+00 -3.7119E-03
  1.0610E+03  1.1394E-01  2.4022E+00 -4.9946E-03
  1.0617E+03  1.1740E-01  2.3833E+00 -5.4049E-03
  1.0625E+03  1.1723E-01  2.3589E+00 -5.9494E-03
  1.0632E+03  1.2042E-01  2.3352E+00 -6.7085E-03
  1.0639E+03  1.1882E-01  2.3108E+00 -9.1247E-03
  1.0647E+03  1.1723E-01  2.2911E+00 -1.5792E-02
  1.0654E+03  1.1544E-01  2.2831E+00 -2.4583E-02
  1.0662E+03  1.1417E-01  2.2848E+00 -3.1456E-02
  1.0669E+03  1.1226E-01  2.2964E+00 -3.6048E-02
  1.0676E+03  1.1286E-01  2.3092E+00 -3.9923E-02
  1.0684E+03  1.1036E-01  2.3239E+00 -4.0866E-02
  1.0691E+03  1.1106E-01  2.3340E+00 -3.9264E-02
  1.0699E+03  1.0881E-01  2.3385E+00 -3.4812E-02
  1.0706E+03  1.0755E-01  2.3428E+00 -3.4322E-02
  1.0714E+03  1.0963E-01  2.3414E+00 -3.1977E-02
  1.0721E+03  1.1074E-01  2.3473E+00 -2.5911E-02
  1.0728E+03  1.1024E-01  2.3498E+00 -2.2259E-02
  1.0736E+03  1.0922E-01  2.3627E+00 -1.5748E-02
  1.0743E+03  1.0701E-01  2.3714E+00 -8.4783E-03
  1.0751E+03  1.0450E-01  2.3758E+00 -5.7496E-03
  1.0758E+03  1.0109E-01  2.3849E+00 -5.9792E-03
  1.0765E+03  9.8642E-02  2.4037E+00 -7.6410E-03
  1.0773E+03  9.3500E-02  2.4141E+00 -9.0476E-03
  1.0780E+03  8.8368E-02  2.4243E+00 -9.3219E-03
  1.0788E+03  8.8458E-02  2.4229E+00 -9.6739E-03
  1.0795E+03  9.0730E-02  2.4161E+00 -1.0088E-02
  1.0802E+03  9.2237E-02  2.4107E+00 -1.2507E-02
  1.0810E+03  9.5866E-02  2.3974E+00 -1.7203E-02
  1.0817E+03  1.0069E-01  2.3880E+00 -2.3096E-02
  1.0825E+03  1.0337E-01  2.3812E+00 -2.8648E-02
  1.0832E+03  1.0778E-01  2.3743E+00 -3.3806E-02
  1.0840E+03  1.0956E-01  2.3816E+00 -3.8153E-02
  1.0847E+03  1.0863E-01  2.3797E+00 -3.9833E-02
  1.0854E+03  1.0805E-01  2.3941E+00 -4.1187E-02
  1.0862E+03  1.0875E-01  2.4053E+00 -3.9515E-02
  1.0869E+03  1.0989E-01  2.4145E+00 -3.8039E-02
  1.0877E+03  1.1145E-01  2.4186E+00 -3.5693E-02
  1.0884E+03  1.1066E-01  2.4181E+00 -3.2696E-02
  1.0891E+03  1.0564E-01  2.4209E+00 -2.6536E-02
  1.0899E+03  1.0338E-01  2.4252E+00 -2.1756E-02
  1.0906E+03  1.0310E-01  2.4319E+00 -1.9348E-02
  1.0914E+03  1.0270E-01  2.4446E+00 -1.9361E-02
  1.0921E+03  1.0308E-01  2.4427E+00 -2.2521E-02
  1.0928E+03  1.0802E-01  2.4316E+00 -3.1181E-02
  1.0936E+03  1.1615E-01  2.4175E+00 -4.2190E-02
  1.0943E+03  1.2499E-01  2.4128E+00 -4.7744E-02
  1.0951E+03  1.2997E-01  2.4132E+00 -5.2810E-02
  1.0958E+03  1.3374E-01  2.4060E+00 -5.2822E-02
  1.0966E+03  1.3692E-01  2.4025E+00 -5.0334E-02
  1.0973E+03  1.3604E-01  2.4030E+00 -4.8010E-02
  1.0980E+03  1.2915E-01  2.4027E+00 -4.4789E-02
  1.0988E+03  1.2017E-01  2.4044E+00 -4.1584E-02
  1.0995E+03  1.1365E-01  2.3994E+00 -3.8388E-02
  1.1003E+03  1.1130E-01  2.4052E+00 -3.6418E-02
  1.1010E+03  1.0731E-01  2.4133E+00 -3.2483E-02
  1.1017E+03  1.0734E-01  2.4231E+00 -2.8829E-02
  1.1025E+03  1.0692E-01  2.4294E+00 -2.3573E-02
  1.1032E+03  1.0913E-01  2.4389E+00 -2.0628E-02
  1.1040E+03  1.1237E-01  2.4428E+00 -1.9731E-02
  1.1047E+03  1.1323E-01  2.4531E+00 -2.1042E-02
  1.1054E+03  1.1547E-01  2.4542E+00 -2.3839E-02
  1.1062E+03  1.1571E-01  2.4654E+00 -2.7180E-02
  1.1069E+03  1.1788E-01  2.4706E+00 -2.9493E-02
  1.1077E+03  1.2230E-01  2.4703E+00 -3.2692E-02
  1.1084E+03  1.2421E-01  2.4586E+00 -3.5141E-02
  1.1092E+03  1.2293E-01  2.4379E+00 -3.7150E-02
  1.1099E+03  1.2316E-01  2.4257E+00 -3.5904E-02
  1.1106E+03  1.2129E-01  2.4223E+00 -3.2753E-02
  1.1114E+03  1.2059E-01  2.4272E+00 -2.9906E-02
  1.1121E+03  1.1986E-01  2.4331E+00 -2.9224E-02
  1.1129E+03  1.1729E-01  2.4458E+00 -3.1354E-02
  1.1136E+03  1.1635E-01  2.4629E+00 -3.6747E-02
  1.1143E+03  1.1387E-01  2.4857E+00 -4.4710E-02
  1.1151E+03  1.1425E-01  2.5121E+00 -4.9425E-02
  1.1158E+03  1.1560E-01  2.5369E+00 -5.5023E-02
  1.1166E+03  1.1491E-01  2.5561E+00 -6.0423E-02
  1.1173E+03  1.1470E-01  2.5602E+00 -5.8568E-02
  1.1180E+03  1.1430E-01  2.5536E+00 -5.5132E-02
  1.1188E+03  1.1500E-01  2.5465E+00 -5.2572E-02
  1.1195E+03  1.1501E-01  2.5458E+00 -4.7934E-02
  1.1203E+03  1.1605E-01  2.5460E+00 -4.5342E-02
  1.1210E+03  1.1544E-01  2.5425E+00 -3.9267E-02
  1.1218E+03  1.1350E-01  2.5392E+00 -3.5002E-02
  1.1225E+03  1.1580E-01  2.5315E+00 -3.0213E-02
  1.1232E+03  1.1780E-01  2.5282E+00 -2.6789E-02
  1.1240E+03  1.1942E-01  2.5282E+00 -2.3139E-02
  1.1247E+03  1.1837E-01  2.5312E+00 -2.1145E-02
  1.1255E+03  1.1490E-01  2.5417E+00 -1.8904E-02
  1.1262E+03  1.1316E-01  2.5495E+00 -1.6566E-02
  1.1269E+03  1.0914E-01  2.5603E+00 -1.6622E-02
  1.1277E+03  1.0733E-01  2.5701E+00 -1.8235E-02
  1.1284E+03  1.0770E-01  2.5740E+00 -2.1794E-02
  1.1292E+03  1.0649E-01  2.5771E+00 -2.4597E-02
  1.1299E+03  1.0358E-01  2.5771E+00 -2.7152E-02
  1.1306E+03  1.0052E-01  2.5727E+00 -2.8319E-02
  1.1314E+03  9.8305E-02  2.5754E+00 -2.8533E-02
  1.1321E+03  9.5277E-02  2.5735E+00 -2.5760E-02
  1.1329E+03  9.6603E-02  2.5744E+00 -2.2929E-02
  1.1336E+03  9.9250E-02  2.5743E+00 -2.2331E-02
  1.1344E+03  1.0183E-01  2.5749E+00 -2.4142E-02
  1.1351E+03  1.0376E-01  2.5788E+00 -2.4089E-02
  1.1358E+03  1.0309E-01  2.5850E+00 -2.2397E-02
  1.1366E+03  1.0441E-01  2.5883E+00 -2.2791E-02
  1.1373E+03  1.0703E-01  2.5875E+00 -2.5867E-02
  1.1381E+03  1.0920E-01  2.5880E+00 -2.9164E-02
  1.1388E+03  1.1016E-01  2.5853E+00 -3.4353E-02
  1.1395E+03  1.0871E-01  2.5838E+00 -3.8151E-02
  1.1403E+03  1.0413E-01  2.5878E+00 -3.7115E-02
  1.1410E+03  1.0260E-01  2.5927E+00 -3.6997E-02
  1.1418E+03  1.0098E-01  2.6035E+00 -3.5866E-02
  1.1425E+03  1.0014E-01  2.6125E+00 -3.3146E-02
  1.1432E+03  9.8964E-02  2.6252E+00 -3.0788E-02
  1.1440E+03  9.9803E-02  2.6350E+00 -2.5372E-02
  1.1447E+03  1.0097E-01  2.6384E+00 -2.2053E-02
  1.1455E+03  1.0598E-01  2.6385E+00 -2.1274E-02
  1.1462E+03  1.0701E-01  2.6324E+00 -1.9369E-02
  1.1470E+03  1.0836E-01  2.6143E+00 -1.7524E-02
  1.1477E+03  1.0786E-01  2.6061E+00 -1.7103E-02
  1.1484E+03  1.1114E-01  2.5965E+00 -1.9593E-02
  1.1492E+03  1.1398E-01  2.5900E+00 -2.4017E-02
  1.1499E+03  1.1776E-01  2.5866E+00 -2.9169E-02
  1.1507E+03  1.1983E-01  2.5858E+00 -3.5715E-02
  1.1514E+03  1.2103E-01  2.5890E+00 -4.2498E-02
  1.1521E+03  1.2407E-01  2.5887E+00 -4.5065E-02
  1.1529E+03  1.2427E-01  2.5883E+00 -4.6154E-02
  1.1536E+03  1.2208E-01  2.5820E+00 -4.3088E-02
  1.1544E+03  1.1993E-01  2.5767E+00 -4.1791E-02
  1.1551E+03  1.1706E-01  2.5807E+00 -4.0554E-02
  1.1558E+03  1.1554E-01  2.5815E+00 -3.7119E-02
  1.1566E+03  1.1482E-01  2.5860E+00 -3.4090E-02
  1.1573E+03  1.1554E-01  2.5989E+00 -3.2508E-02
  1.1581E+03  1.1479E-01  2.6117E+00 -3.3215E-02
  1.1588E+03  1.1226E-01  2.6182E+00 -3.5298E-02
  1.1596E+03  1.1024E-01  2.6143E+00 -3.6792E-02
  1.1603E+03  1.0686E-01  2.6183E+00 -3.9619E-02
  1.1610E+03  1.0862E-01  2.6155E+00 -3.8027E-02
  1.1618E+03  1.0579E-01  2.6049E+00 -3.5156E-02
  1.1625E+03  1.0420E-01  2.5893E+00 -3.4807E-02
  1.1633E+03  1.0584E-01  2.5787E+00 -3.3686E-02
  1.1640E+03  1.0799E-01  2.5767E+00 -3.4809E-02
  1.1647E+03  1.1413E-01  2.5729E+00 -3.6451E-02
  1.1655E+03  1.2083E-01  2.5641E+00 -4.0886E-02
  1.1662E+03  1.2831E-01  2.5440E+00 -4.6590E-02
  1.1670E+03  1.3195E-01  2.5265E+00 -4.8893E-02
  1.1677E+03  1.3257E-01  2.5129E+00 -4.8982E-02
  1.1684E+03  1.3565E-01  2.5015E+00 -5.1209E-02
  1.1692E+03  1.4024E-01  2.4976E+00 -5.3433E-02
  1.1699E+03  1.3919E-01  2.4999E+00 -5.6312E-02
  1.1707E+03  1.3253E-01  2.5122E+00 -5.6925E-02
  1.1714E+03  1.2446E-01  2.5288E+00 -5.7847E-02
  1.1722E+03  1.1685E-01  2.5459E+00 -5.9973E-02
  1.1729E+03  1.1215E-01  2.5672E+00 -6.2758E-02
  1.1736E+03  1.1020E-01  2.5803E+00 -6.5560E-02
  1.1744E+03  1.1110E-01  2.5868E+00 -7.0204E-02
  1.1751E+03  1.1228E-01  2.5858E+00 -7.2055E-02
  1.1759E+03  1.1701E-01  2.5808E+00 -7.2490E-02
  1.1766E+03  1.2018E-01  2.5801E+00 -7.3623E-02
  1.1773E+03  1.2183E-01  2.5741E+00 -7.3610E-02
  1.1781E+03  1.1956E-01  2.5719E+00 -7.1762E-02
  1.1788E+03  1.1824E-01  2.5650E+00 -6.8207E-02
  1.1796E+03  1.1827E-01  2.5707E+00 -6.5353E-02
  1.1803E+03  1.1798E-01  2.5704E+00 -6.1471E-02
  1.1810E+03  1.1574E-01  2.5759E+00 -5.7590E-02
  1.1818E+03  1.2165E-01  2.5901E+00 -5.8630E-02
  1.1825E+03  1.2388E-01  2.5959E+00 -5.8933E-02
  1.1833E+03  1.2161E-01  2.6032E+00 -6.1255E-02
  1.1840E+03  1.1913E-01  2.6103E+00 -5.9618E-02
  1.1848E+03  1.1742E-01  2.6183E+00 -5.8482E-02
  1.1855E+03  1.2050E-01  2.6254E+00 -5.9771E-02
  1.1862E+03  1.2068E-01  2.6230E+00 -6.2236E-02
  1.1870E+03  1.1804E-01  2.6180E+00 -6.6404E-02
  1.1877E+03  1.1603E-01  2.6104E+00 -7.3226E-02
  1.1885E+03  1.1528E-01  2.6016E+00 -7.9526E-02
  1.1892E+03  1.1349E-01  2.5925E+00 -8.6001E-02
  1.1899E+03  1.0996E-01  2.5788E+00 -9.0790E-02
  1.1907E+03  1.0706E-01  2.5690E+00 -9.5949E-02
  1.1914E+03  1.0662E-01  2.5573E+00 -1.0339E-01
  1.1922E+03  1.1053E-01  2.5540E+00 -1.0920E-01
  1.1929E+03  1.0990E-01  2.5590E+00 -1.1240E-01
  1.1936E+03  1.0834E-01  2.5659E+00 -1.1117E-01
  1.1944E+03  1.0677E-01  2.5680E+00 -1.1056E-01
  1.1951E+03  1.0023E-01  2.5626E+00 -1.0774E-01
  1.1959E+03  1.0012E-01  2.5591E+00 -1.0153E-01
  1.1966E+03  9.7918E-02  2.5588E+00 -8.7161E-02
  1.1974E+03  9.8199E-02  2.5459E+00 -7.8384E-02
  1.1981E+03  9.8394E-02  2.5265E+00 -7.3339E-02
  1.1988E+03  9.7629E-02  2.5133E+00 -7.1389E-02
  1.1996E+03  9.6540E-02  2.4972E+00 -6.7778E-02
  1.2003E+03  9.8233E-02  2.4754E+00 -6.3249E-02
  1.2011E+03  9.7177E-02  2.4548E+00 -6.1500E-02
  1.2018E+03  9.8488E-02  2.4436E+00 -6.3590E-02
  1.2025E+03  1.0023E-01  2.4409E+00 -6.7978E-02
  1.2033E+03  1.0424E-01  2.4354E+00 -7.4938E-02
  1.2040E+03  1.0836E-01  2.4249E+00 -7.9223E-02
  1.2048E+03  1.1194E-01  2.4155E+00 -8.3128E-02
  1.2055E+03  1.1254E-01  2.4127E+00 -8.3424E-02
  1.2062E+03  1.0881E-01  2.4143E+00 -7.9420E-02
  1.2070E+03  1.0762E-01  2.4230E+00 -7.8387E-02
  1.2077E+03  1.1042E-01  2.4386E+00 -7.8864E-02
  1.2085E+03  1.1511E-01  2.4503E+00 -8.1902E-02
  1.2092E+03  1.1890E-01  2.4575E+00 -8.4814E-02
  1.2100E+03  1.2061E-01  2.4672E+00 -8.4977E-02
  1.2107E+03  1.1994E-01  2.4690E+00 -8.3600E-02
  1.2114E+03  1.1451E-01  2.4754E+00 -7.9412E-02
  1.2122E+03  1.0836E-01  2.4778E+00 -7.3808E-02
  1.2129E+03  1.0268E-01  2.4777E+00 -6.7795E-02
  1.2137E+03  9.8224E-02  2.4820E+00 -6.3288E-02
  1.2144E+03  9.8872E-02  2.4844E+00 -5.9464E-02
  1.2151E+03  1.0101E-01  2.4902E+00 -6.0616E-02
  1.2159E+03  1.0395E-01  2.4947E+00 -6.6538E-02
  1.2166E+03  1.0636E-01  2.4979E+00 -7.0475E-02
  1.2174E+03  1.0677E-01  2.4988E+00 -7.7477E-02
  1.2181E+03  1.0644E-01  2.4923E+00 -8.2921E-02
  1.2188E+03  1.0928E-01  2.4837E+00 -9.0533E-02
  1.2196E+03  1.1450E-01  2.4687E+00 -9.7730E-02
  1.2203E+03  1.1973E-01  2.4538E+00 -1.0731E-01
  1.2211E+03  1.2112E-01  2.4496E+00 -1.1713E-01
  1.2218E+03  1.2110E-01  2.4503E+00 -1.2512E-01
  1.2226E+03  1.2115E-01  2.4615E+00 -1.2688E-01
  1.2233E+03  1.1553E-01  2.4679E+00 -1.2503E-01
  1.2240E+03  1.1063E-01  2.4774E+00 -1.2517E-01
  1.2248E+03  1.0423E-01  2.4872E+00 -1.2143E-01
  1.2255E+03  1.0123E-01  2.4978E+00 -1.1673E-01
  1.2263E+03  9.8962E-02  2.5112E+00 -1.1230E-01
  1.2270E+03  9.8947E-02  2.5206E+00 -1.0493E-01
  1.2277E+03  1.0271E-01  2.5256E+00 -9.6275E-02
  1.2285E+03  1.0415E-01  2.5172E+00 -8.7648E-02
  1.2292E+03  1.0448E-01  2.5001E+00 -8.2190E-02
  1.2300E+03  1.0630E-01  2.4930E+00 -8.0477E-02
  1.2307E+03  1.0810E-01  2.4902E+00 -8.1588E-02
  1.2314E+03  1.1381E-01  2.4948E+00 -8.3844E-02
